order_id,customer_id,customer_name,gender,age,city,state,region,product_category,product_name,quantity,unit_price,discount,sales,cost,profit,payment_method,order_date,delivery_date,rating,returned,sales_rep,email,phone,remarks,profit_margin,sales_after_discount,calculated_cost,delivery_days,age_group,order_year,order_month,month_name,order_day,day_name,quarter,week_number,username,domain,name_length
160,C980,Neha,Female,27.59024064171123,Bengaluru,KARNATAKA,West,Electronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,999999.0,Cash,2025-08-11,2025-08-21,4.0,No,Sara,invalid_email,+91-9876543210,,inf,0.0,-999999.0,10.0,Young,2025,8,August,11,Monday,3,33,invalid_email,,4
169,C785,Neha,Female,27.59024064171123,Bengaluru,KARNATAKA,East,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-09-01,2025-09-03,3.0326678765880217,No,Sara,invalid_email,+91-9876543210,,,0.0,0.0,2.0,Young,2025,9,September,1,Monday,3,36,invalid_email,,4
172,C821,Priya,Female,19.0,Bengaluru,KARNATAKA,North,Electronics,Phone,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Credit Card,2025-05-02,2025-05-04,4.0,Yes,John,invalid_email,98765 43210,,,0.0,0.0,2.0,Young,2025,5,May,2,Friday,2,18,invalid_email,,5
183,C399,Rahul,Male,27.59024064171123,Bengaluru,KARNATAKA,North,electronics,Phone,1.7333831217326363,737.83,0.0,1278.9420687079912,0.0,0.0,Credit Card,2025-02-07,2025-02-13,2.0,Yes,John,sneha@mail.com,9876543210,,,0.0,0.0,6.0,Young,2025,2,February,7,Friday,1,6,sneha,mail.com,5
198,C217,Sneha,Female,27.59024064171123,Bengaluru,KARNATAKA,South,Eletronics,Laptop,4.0,2509.2257846153843,34.767299448867114,10036.903138461537,0.0,999999.0,UPI,2025-04-19,2025-04-29,5.0,No,Sara,invalid_email,+91-9876543210,Late delivery,inf,0.0,-999999.0,10.0,Young,2025,4,April,19,Saturday,2,16,invalid_email,,5
200,C621,Aditya,Male,51.0,Bengaluru,KARNATAKA,East,Electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,999999.0,Credit Card,2025-04-12,2025-04-21,3.0,Yes,Sara,aditya@mail.com,98765 43210,Late delivery,inf,0.0,-999999.0,9.0,Middle Age,2025,4,April,12,Saturday,2,15,aditya,mail.com,6
213,C190,Priya,Female,22.0,Bengaluru,KARNATAKA,East,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,999999.0,Cash,2025-08-25,2025-09-01,3.0,No,Sara,priya@mail.com,98765 43210,,inf,0.0,-999999.0,7.0,Young,2025,8,August,25,Monday,3,35,priya,mail.com,5
229,C428,Amit,Male,59.0,Bengaluru,KARNATAKA,East,Eletronics,Phone,1.7333831217326363,2739.47,10.0,4748.551060492905,0.0,999999.0,UPI,2025-06-28,2025-06-29,4.0,No,Sara,amit@mail.com,+91-9876543210,,inf,0.0,-999999.0,1.0,Middle Age,2025,6,June,28,Saturday,2,26,amit,mail.com,4
241,C168,Aditya,Male,16.8125,Bengaluru,KARNATAKA,East,electronics,Laptop,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Cash,2025-10-09,2025-10-11,5.0,Yes,John,sneha@mail.com,+91-9876543210,,,0.0,0.0,2.0,Teen,2025,10,October,9,Thursday,4,41,sneha,mail.com,6
245,C737,Priya,Female,27.59024064171123,Bengaluru,KARNATAKA,East,electronics,Laptop,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,882.0429010448679,999999.0,Credit Card,2025-12-07,2025-02-15,1.0,No,John,priya@mail.com,9876543210,,inf,0.0,-999999.0,-295.0,Young,2025,12,December,7,Sunday,4,49,priya,mail.com,5
248,C134,Amit,Male,16.8125,Bengaluru,KARNATAKA,North,electronics,Mouse,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,0.0,Cash,2025-12-11,2025-12-13,3.0326678765880217,No,John,invalid_email,98765 43210,,,0.0,0.0,2.0,Teen,2025,12,December,11,Thursday,4,50,invalid_email,,4
253,C927,Neha,Female,27.59024064171123,Bengaluru,KARNATAKA,South,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-10-20,2025-10-30,3.0326678765880217,Yes,Sara,neha@mail.com,98765 43210,,,0.0,0.0,10.0,Young,2025,10,October,20,Monday,4,43,neha,mail.com,4
254,C927,Sneha,Female,57.0,Bengaluru,KARNATAKA,North,electronics,Mouse,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,0.0,999999.0,Credit Card,2025-08-26,2025-09-03,5.0,No,Sara,invalid_email,9876543210,,inf,0.0,-999999.0,8.0,Middle Age,2025,8,August,26,Tuesday,3,35,invalid_email,,5
280,C502,Rahul,Male,27.59024064171123,Bengaluru,KARNATAKA,South,Electronics,Mouse,1.7333831217326363,2509.2257846153843,34.767299448867114,4349.449623668638,882.0429010448679,999999.0,Credit Card,2025-12-24,2025-12-29,2.0,Yes,John,invalid_email,98765 43210,Late delivery,inf,0.0,-999999.0,5.0,Young,2025,12,December,24,Wednesday,4,52,invalid_email,,5
284,C757,Aditya,Male,16.8125,Bengaluru,KARNATAKA,West,electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Credit Card,2025-01-26,2025-01-29,3.0326678765880217,No,Sara,aditya@mail.com,9876543210,,,0.0,0.0,3.0,Teen,2025,1,January,26,Sunday,1,4,aditya,mail.com,6
287,C169,Neha,Female,27.59024064171123,Bengaluru,KARNATAKA,North,Eletronics,Phone,1.7333831217326363,318.2,20.0,551.5625093353249,0.0,0.0,Credit Card,2025-06-03,2025-06-11,5.0,No,John,invalid_email,+91-9876543210,,,0.0,0.0,8.0,Young,2025,6,June,3,Tuesday,2,23,invalid_email,,4
292,C424,Priya,Female,38.0,Bengaluru,KARNATAKA,West,Eletronics,Mouse,3.0,2509.2257846153843,34.767299448867114,7527.677353846153,0.0,0.0,Cash,2025-05-23,2025-06-01,3.0,Yes,Sara,priya@mail.com,98765 43210,Late delivery,,0.0,0.0,9.0,Adult,2025,5,May,23,Friday,2,21,priya,mail.com,5
297,C982,Aditya,Male,16.8125,Bengaluru,KARNATAKA,North,Eletronics,Mouse,9.0,2509.2257846153843,0.0,22583.03206153846,0.0,999999.0,Cash,2025-09-02,2025-09-11,4.0,No,Sara,invalid_email,98765 43210,,inf,0.0,-999999.0,9.0,Teen,2025,9,September,2,Tuesday,3,36,invalid_email,,6
298,C982,Priya,Female,31.0,Bengaluru,KARNATAKA,South,Eletronics,Phone,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Cash,2025-05-07,2025-05-16,3.0326678765880217,No,Sara,invalid_email,9876543210,,,0.0,0.0,9.0,Adult,2025,5,May,7,Wednesday,2,19,invalid_email,,5
310,C542,Rahul,Male,16.8125,Bengaluru,KARNATAKA,East,Electronics,Laptop,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,999999.0,UPI,2025-07-26,2025-07-30,4.0,No,Sara,sneha@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,4.0,Teen,2025,7,July,26,Saturday,3,30,sneha,mail.com,5
314,C924,Priya,Female,29.0,Bengaluru,KARNATAKA,South,Electronics,Mouse,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Cash,2025-07-22,2025-07-26,3.0326678765880217,No,John,priya@mail.com,+91-9876543210,Late delivery,,0.0,0.0,4.0,Young,2025,7,July,22,Tuesday,3,30,priya,mail.com,5
331,C777,Priya,Female,43.0,Bengaluru,KARNATAKA,North,Electronics,Laptop,1.7333831217326363,2513.62,0.0,4357.066482449589,0.0,0.0,Cash,2025-09-21,2025-09-29,3.0,No,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,8.0,Adult,2025,9,September,21,Sunday,3,38,invalid_email,,5
336,C663,Priya,Female,16.8125,Bengaluru,KARNATAKA,West,Electronics,Laptop,1.7333831217326363,335.11,34.767299448867114,580.8740179238238,882.0429010448679,999999.0,Credit Card,2025-10-12,2025-10-19,3.0,No,Sara,invalid_email,+91-9876543210,,inf,0.0,-999999.0,7.0,Teen,2025,10,October,12,Sunday,4,41,invalid_email,,5
351,C136,Neha,Female,27.59024064171123,Bengaluru,KARNATAKA,West,Eletronics,Laptop,9.0,2509.2257846153843,0.0,22583.03206153846,0.0,0.0,Credit Card,2025-08-12,2025-08-16,3.0326678765880217,No,Sara,neha@mail.com,9876543210,,,0.0,0.0,4.0,Young,2025,8,August,12,Tuesday,3,33,neha,mail.com,4
353,C916,Rahul,Male,16.8125,Bengaluru,KARNATAKA,North,Electronics,Mouse,9.0,2509.2257846153843,20.0,22583.03206153846,0.0,999999.0,Credit Card,2025-02-10,2025-02-11,3.0,Yes,Sara,invalid_email,+91-9876543210,,inf,0.0,-999999.0,1.0,Teen,2025,2,February,10,Monday,1,7,invalid_email,,5
363,C856,Neha,Female,16.8125,Bengaluru,KARNATAKA,West,Electronics,Laptop,7.0,2509.2257846153843,0.0,17564.58049230769,0.0,999999.0,Credit Card,2025-08-13,2025-08-19,3.0326678765880217,No,Sara,neha@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,6.0,Teen,2025,8,August,13,Wednesday,3,33,neha,mail.com,4
368,C464,Priya,Female,41.0,Bengaluru,KARNATAKA,North,Electronics,Laptop,9.0,2509.2257846153843,34.767299448867114,22583.03206153846,0.0,999999.0,Credit Card,2025-07-22,2025-07-31,1.0,Yes,Sara,invalid_email,9876543210,,inf,0.0,-999999.0,9.0,Adult,2025,7,July,22,Tuesday,3,30,invalid_email,,5
374,C918,Amit,Male,27.59024064171123,Bengaluru,KARNATAKA,North,Electronics,Phone,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,999999.0,Credit Card,2025-09-04,2025-02-14,1.0,No,John,neha@mail.com,9876543210,Late delivery,inf,0.0,-999999.0,-202.0,Young,2025,9,September,4,Thursday,3,36,neha,mail.com,4
380,C425,Aditya,Male,27.59024064171123,Bengaluru,KARNATAKA,West,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,882.0429010448679,0.0,Credit Card,2025-02-04,2025-02-09,5.0,No,Sara,aditya@mail.com,98765 43210,,,0.0,0.0,5.0,Young,2025,2,February,4,Tuesday,1,6,aditya,mail.com,6
391,C786,Sneha,Female,27.59024064171123,Bengaluru,KARNATAKA,West,electronics,Phone,1.7333831217326363,2422.09,0.0,4198.409925317402,882.0429010448679,0.0,UPI,2025-11-14,2025-11-21,5.0,No,John,sneha@mail.com,+91-9876543210,,,0.0,0.0,7.0,Young,2025,11,November,14,Friday,4,46,sneha,mail.com,5
398,C609,Sneha,Female,37.0,Bengaluru,KARNATAKA,East,Electronics,Phone,6.0,2509.2257846153843,34.767299448867114,15055.354707692306,0.0,0.0,UPI,2025-02-11,2025-02-13,4.0,Yes,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,2.0,Adult,2025,2,February,11,Tuesday,1,7,invalid_email,,5
404,C291,Rahul,Male,16.8125,Bengaluru,KARNATAKA,West,Eletronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Credit Card,2025-03-12,2025-03-20,2.0,No,Sara,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,8.0,Teen,2025,3,March,12,Wednesday,1,11,invalid_email,,5
406,C996,Priya,Female,27.59024064171123,Bengaluru,KARNATAKA,West,electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,0.0,Cash,2025-10-27,2025-11-02,3.0,Yes,Sara,priya@mail.com,+91-9876543210,,,0.0,0.0,6.0,Young,2025,10,October,27,Monday,4,44,priya,mail.com,5
409,C239,Aditya,Male,42.0,Bengaluru,KARNATAKA,East,Electronics,Phone,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,999999.0,Credit Card,2025-08-26,2025-08-29,3.0326678765880217,No,Sara,invalid_email,98765 43210,Late delivery,inf,0.0,-999999.0,3.0,Adult,2025,8,August,26,Tuesday,3,35,invalid_email,,6
412,C660,Sneha,Female,16.8125,Bengaluru,KARNATAKA,West,Eletronics,Laptop,1.7333831217326363,2509.2257846153843,5.0,4349.449623668638,0.0,999999.0,Credit Card,2025-01-28,2025-02-04,2.0,Yes,Sara,sneha@mail.com,+91-9876543210,,inf,0.0,-999999.0,7.0,Teen,2025,1,January,28,Tuesday,1,5,sneha,mail.com,5
414,C660,Sneha,Female,27.59024064171123,Bengaluru,KARNATAKA,East,electronics,Phone,3.0,2509.2257846153843,10.0,7527.677353846153,0.0,0.0,Credit Card,2025-07-02,2025-07-11,4.0,Yes,Sara,sneha@mail.com,9876543210,Late delivery,,0.0,0.0,9.0,Young,2025,7,July,2,Wednesday,3,27,sneha,mail.com,5
420,C660,Amit,Male,27.59024064171123,Bengaluru,KARNATAKA,South,electronics,Laptop,5.0,2509.2257846153843,20.0,12546.128923076922,0.0,0.0,UPI,2025-08-01,2025-08-05,4.0,Yes,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,4.0,Young,2025,8,August,1,Friday,3,31,invalid_email,,4
431,C742,Rahul,Male,16.8125,Bengaluru,KARNATAKA,West,Electronics,Laptop,6.0,2509.2257846153843,10.0,15055.354707692306,0.0,999999.0,Cash,2025-07-02,2025-07-06,4.0,No,John,invalid_email,98765 43210,,inf,0.0,-999999.0,4.0,Teen,2025,7,July,2,Wednesday,3,27,invalid_email,,5
434,C954,Priya,Female,27.59024064171123,Bengaluru,KARNATAKA,South,electronics,Mouse,1.7333831217326363,3596.84,0.0,6234.701747572816,882.0429010448679,0.0,Credit Card,2025-12-24,2025-12-25,3.0,Yes,Sara,invalid_email,9876543210,,,0.0,0.0,1.0,Young,2025,12,December,24,Wednesday,4,52,invalid_email,,5
435,C320,Amit,Male,50.0,Bengaluru,KARNATAKA,South,electronics,Phone,1.7333831217326363,2509.2257846153843,0.0,4349.449623668638,0.0,999999.0,Credit Card,2025-05-08,2025-05-12,3.0326678765880217,Yes,John,invalid_email,9876543210,,inf,0.0,-999999.0,4.0,Middle Age,2025,5,May,8,Thursday,2,19,invalid_email,,4
442,C154,Aditya,Male,27.59024064171123,Bengaluru,KARNATAKA,South,Electronics,Phone,4.0,2509.2257846153843,0.0,10036.903138461537,0.0,0.0,Cash,2025-01-03,2025-01-13,1.0,Yes,Sara,invalid_email,98765 43210,Late delivery,,0.0,0.0,10.0,Young,2025,1,January,3,Friday,1,1,invalid_email,,6
450,C328,Aditya,Male,27.59024064171123,Bengaluru,KARNATAKA,North,electronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,UPI,2025-02-10,2025-02-20,3.0326678765880217,Yes,John,invalid_email,9876543210,,,0.0,0.0,10.0,Young,2025,2,February,10,Monday,1,7,invalid_email,,6
455,C520,Sneha,Female,41.0,Bengaluru,KARNATAKA,North,electronics,Mouse,1.7333831217326363,1487.19,0.0,2577.8700448095597,0.0,0.0,Credit Card,2025-08-02,2025-08-08,4.0,Yes,John,sneha@mail.com,98765 43210,Late delivery,,0.0,0.0,6.0,Adult,2025,8,August,2,Saturday,3,31,sneha,mail.com,5
458,C192,Rahul,Male,44.0,Bengaluru,KARNATAKA,North,Electronics,Laptop,1.7333831217326363,2509.2257846153843,20.0,4349.449623668638,0.0,999999.0,UPI,2025-02-25,2025-03-06,4.0,Yes,John,aditya@mail.com,+91-9876543210,,inf,0.0,-999999.0,9.0,Adult,2025,2,February,25,Tuesday,1,9,aditya,mail.com,5
460,C759,Aditya,Male,27.59024064171123,Bengaluru,KARNATAKA,West,Electronics,Mouse,2.0,2509.2257846153843,20.0,5018.451569230769,0.0,999999.0,UPI,2025-12-25,2026-01-01,3.0,No,John,invalid_email,+91-9876543210,,inf,0.0,-999999.0,7.0,Young,2025,12,December,25,Thursday,4,52,invalid_email,,6
464,C694,Amit,Male,16.8125,Bengaluru,KARNATAKA,South,electronics,Laptop,1.7333831217326363,1464.97,5.0,2539.35427184466,0.0,0.0,UPI,2025-09-09,2025-09-12,1.0,Yes,John,invalid_email,+91-9876543210,Late delivery,,0.0,0.0,3.0,Teen,2025,9,September,9,Tuesday,3,37,invalid_email,,4
467,C277,Priya,Female,27.59024064171123,Bengaluru,KARNATAKA,South,electronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,882.0429010448679,999999.0,Credit Card,2025-10-04,2025-10-23,2.0,Yes,Sara,invalid_email,+91-9876543210,Late delivery,inf,0.0,-999999.0,19.0,Young,2025,10,October,4,Saturday,4,40,invalid_email,,5
483,C391,Rahul,Male,43.0,Bengaluru,KARNATAKA,North,Electronics,Mouse,1.7333831217326363,2509.2257846153843,10.0,4349.449623668638,0.0,0.0,Cash,2025-10-02,2025-10-09,3.0,No,John,rahul@mail.com,98765 43210,Late delivery,,0.0,0.0,7.0,Adult,2025,10,October,2,Thursday,4,40,rahul,mail.com,5
484,C152,Aditya,Male,27.59024064171123,Bengaluru,KARNATAKA,West,electronics,Phone,1.7333831217326363,2056.49,5.0,3564.6850560119487,0.0,999999.0,Cash,2025-01-26,2025-02-01,4.0,Yes,John,aditya@mail.com,+91-9876543210,Late delivery,inf,0.0,-999999.0,6.0,Young,2025,1,January,26,Sunday,1,4,aditya,mail.com,6
